city,year,dei,tntl,dei_source,boundary_source,ntl_product,preprocessing_id,label_city,boundary_name,boundary_gb,match_method,year_semantics
北京市,2017,83.3,361065.607892292,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,北京,北京市,156110000,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
赤峰市,2022,45.4,48258.4565222488,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,赤峰,赤峰市,156150400,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
通辽市,2022,41.4,28083.9608661778,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,通辽,通辽市,156150500,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
鄂尔多斯市,2022,56.5,84157.5874189966,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,鄂尔多斯,鄂尔多斯市,156150600,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
呼伦贝尔市,2022,43.1,21008.9020516339,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,呼伦贝尔,呼伦贝尔市,156150700,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
乌兰察布市,2022,48.2,27231.4198014568,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,乌兰察布,乌兰察布市,156150900,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
沈阳市,2022,69.2,175219.030521995,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,沈阳,沈阳市,156210100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
大连市,2022,65,106945.269139044,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,大连,大连市,156210200,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
鞍山市,2022,48.9,46731.9134454643,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,鞍山,鞍山市,156210300,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
抚顺市,2022,39,24482.2871772299,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,抚顺,抚顺市,156210400,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
营口市,2022,42.7,46038.8034404044,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,营口,营口市,156210800,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
盘锦市,2022,43.1,40420.6118344751,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,盘锦,盘锦市,156211100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
长春市,2022,62.8,225147.127276863,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,长春,长春市,156220100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
吉林市,2022,45,37751.1425967277,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,吉林,吉林市,156220200,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
哈尔滨市,2022,62.7,123380.038505155,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,哈尔滨,哈尔滨市,156230100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
齐齐哈尔市,2022,53.5,37101.8853932586,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,齐齐哈尔,齐齐哈尔市,156230200,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
大庆市,2022,57.4,72379.8767599873,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,大庆,大庆市,156230600,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
牡丹江市,2022,50.4,24136.7124753054,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,牡丹江,牡丹江市,156231000,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
上海市,2022,92.3,518060.561191763,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,上海,上海市,156310000,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
南京市,2022,82.5,236311.98172572,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,南京,南京市,156320100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
无锡市,2022,80.1,199273.499472511,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,无锡,无锡市,156320200,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
徐州市,2022,64.6,130033.043975696,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,徐州,徐州市,156320300,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
常州市,2022,69.8,147133.548739495,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,常州,常州市,156320400,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
苏州市,2022,80.4,442380.835905172,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,苏州,苏州市,156320500,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
南通市,2022,73.2,168319.106125617,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,南通,南通市,156320600,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
连云港市,2022,65.1,65672.3844682904,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,连云港,连云港市,156320700,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
淮安市,2022,65.7,84861.7370711719,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,淮安,淮安市,156320800,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
盐城市,2022,59.8,132910.155284305,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,盐城,盐城市,156320900,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
扬州市,2022,70.7,106050.789804498,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,扬州,扬州市,156321000,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
镇江市,2022,69.6,82520.7733640123,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,镇江,镇江市,156321100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
泰州市,2022,65.1,112005.867569133,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,泰州,泰州市,156321200,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
宿迁市,2022,59.7,70267.4900672436,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,宿迁,宿迁市,156321300,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
杭州市,2022,91.9,255457.993384906,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,杭州,杭州市,156330100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
宁波市,2022,80,254882.19813393,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,宁波,宁波市,156330200,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
温州市,2022,71.4,157661.917705152,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,温州,温州市,156330300,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
嘉兴市,2022,67,171107.214786395,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,嘉兴,嘉兴市,156330400,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
湖州市,2022,60.9,102873.082162673,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,湖州,湖州市,156330500,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
绍兴市,2022,68.5,115021.624950741,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,绍兴,绍兴市,156330600,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
金华市,2022,68.4,171725.231394301,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,金华,金华市,156330700,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
衢州市,2022,40.9,38627.736146408,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,衢州,衢州市,156330800,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
舟山市,2022,39,29448.5371670522,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,舟山,舟山市,156330900,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
台州市,2022,65.9,113282.675736824,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,台州,台州市,156331000,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
丽水市,2022,45.1,37336.4476886469,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,丽水,丽水市,156331100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
合肥市,2022,77,226292.155392606,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,合肥,合肥市,156340100,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
芜湖市,2022,65,63851.6447332317,H3C live AllCityOneInfo API snapshot matched to workbook; workbook_sha256=6C7ABE1A06917FBF9BEEE26C7462ED00557EA038A5374DFC0EDA9BEB240AB753; model-year semantics follow the user's explicit instruction that IndexYear is the DEI year,projects/empyrean-caster-430308-m2/assets/city; update_time=2024-10-08T06:01:06.845098Z; source/licence/reference-year unresolved; one static layer used for all years,projects/sat-io/open-datasets/npp-viirs-ntl band=b1,longntl_annual_native500m_positive_pixel_sum_v1,芜湖,芜湖市,156340200,unique_exact_or_prefix,H3C IndexYear paired to same LongNTL calendar year by user instruction
